firm_id,firm_name,city,county,state,practice_areas,year_founded,estimated_attorney_count,phone,website,verified_source,firm_type,status
OH-000137,Williams & Mathis PLLC,Springfield,Clark,OH,Tax Law; Education Law,1961,51,(216) 665-1143,https://lggkr.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000138,Peterson & Ortiz Legal,Middletown,Butler,OH,Probate; Medical Malpractice; HR Compliance,2020,62,(567) 353-6438,https://j6ernhf09.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000139,"Lewis, Edwards & Wright",Lakewood,Cuyahoga,OH,Healthcare Law; Trusts; Government Relations; Criminal Law,2014,93,(419) 262-1562,https://67xfigt.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000140,Peterson Associates,Massillon,Stark,OH,HR Compliance,1992,48,(567) 974-6335,,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000141,"Lopez, Wilson & Hall",Middletown,Butler,OH,Bankruptcy; HR Compliance; Immigration Law,1966,235,(614) 461-4902,https://71pdj.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000142,Taylor & Sutton Partners,Trotwood,Montgomery,OH,Probate,1991,189,(614) 691-6483,https://8xeiiho.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000143,Medina & Smith Law Firm,Youngstown,Mahoning,OH,Nonprofit Law; Personal Injury; DUI Defense,1968,225,(740) 415-9592,https://mlbilwil78.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000144,Torres & Jackson Legal Services,Xenia,Greene,OH,Tax Law; Corporate Law; Trusts,2000,20,(614) 299-4116,,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000145,"Barnes, Williams & Collins",Chillicothe,Ross,OH,Product Liability; Business Formation; Estate Planning,1998,94,(440) 495-9937,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000146,Rodriguez & Brown Law Group,Dayton,Montgomery,OH,Estate Planning; Criminal Law; Business Formation; Civil Litigation,1972,206,(513) 381-1533,https://k5vfen.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000147,"Scott, Lindsey & Parker",Springfield,Clark,OH,Custody,2006,51,(740) 953-1153,https://w2hwcl5.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000148,"Lee, Lee & Clark",Gallipolis,Gallia,OH,Corporate Law; Trusts; Intellectual Property; Family Law,2013,169,(330) 446-7027,https://sp4mdhjt.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000149,Lopez & Young Law Group,Cincinnati,Hamilton,OH,Healthcare Law; Traffic Law,2016,113,(419) 293-9324,https://jdmpl.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000150,Taylor Legal Group,Portsmouth,Scioto,OH,Probate; Product Liability; Trusts,1966,116,(216) 632-1514,https://5shn0yjyv.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000151,Barnes Partners,Steubenville,Jefferson,OH,Nonprofit Law,1996,114,(614) 595-2572,https://kpljukqus.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000152,Rice LLP,Elyria,Lorain,OH,Contract Law; Custody; Construction Law; Patent Law,2002,48,(216) 557-5525,https://6bfie4438u.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000153,Gonzalez LLP,Lorain,Lorain,OH,Workers Compensation; Insurance Law; Debt Relief; Government Relations,1995,58,(419) 571-4216,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000154,Campbell Law Group,Lorain,Lorain,OH,Compliance,1972,221,(380) 648-6994,https://r7qyxp.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000155,Young Law Group,Hamilton,Butler,OH,Construction Law; Product Liability,2003,39,(937) 301-5056,https://gdnm1zcd.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000156,"Williams, Anderson & Jones",Euclid,Cuyahoga,OH,DUI Defense; Construction Law; Bankruptcy,1966,166,(330) 525-3357,https://wfe9lqx.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000157,"Phillips, Wilkinson & Lindsey",Lorain,Lorain,OH,Energy Law; DUI Defense; HR Compliance; Education Law,1970,119,(380) 462-1484,https://lu3hou3.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000158,"Jackson, Morris & White",Cleveland,Cuyahoga,OH,Trusts; Immigration Law; Environmental Law,1984,149,(440) 309-1224,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000159,Parker & Lewis Legal Services,Warren,Trumbull,OH,Energy Law,2022,94,(380) 846-7235,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000160,Lopez & Brown Law Firm,Athens,Athens,OH,Personal Injury; DUI Defense; Patent Law; Insurance Law,1997,193,(419) 642-8674,https://clzjsdir8.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000161,"King, White & Garcia",Delaware,Delaware,OH,Visa Matters; Trusts,1972,91,(380) 875-4880,https://76jvck.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000162,Cooper LLP,Toledo,Lucas,OH,HR Compliance; DUI Defense; Environmental Law; White Collar Crime,1980,50,(614) 412-6360,https://lot8eltpf.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000163,Lindsey Counsel,Tiffin,Seneca,OH,Criminal Law; Custody,2003,216,(740) 358-4403,https://j753v110.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000164,"Parker, Taylor & Lindsey",Cincinnati,Hamilton,OH,Administrative Law; Insurance Law; Property Law; Commercial Law,2014,21,(216) 508-6526,https://wzjv3w.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000165,Shaffer Counsel,Toledo,Lucas,OH,Energy Law; Family Law; White Collar Crime; Traffic Law,2010,209,(419) 822-9547,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000166,"Taylor, Campbell & Peterson",Ashland,Ashland,OH,HR Compliance; Administrative Law; Immigration Law; Corporate Law,1976,185,(567) 418-1157,https://oyl05py.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000167,Harris PLLC,Cleveland,Cuyahoga,OH,Personal Injury,1966,32,(419) 447-2443,https://3blys7tni8.attorney,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000168,"Rice, Sutton & Graves",Xenia,Greene,OH,Estate Planning; Commercial Law; Nonprofit Law,2010,79,(440) 725-4344,https://jwg7qfox5.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000169,"Taylor, Young & Williams",Sandusky,Erie,OH,Estate Planning; Commercial Law; Traffic Law,2011,3,(567) 235-1388,https://6y1gupvv7.legal,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000170,Howell & Hall Associates,Newark,Licking,OH,Insurance Law,2003,123,(216) 339-3469,https://vju76f6l.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000171,Jones & Wright LLC,Xenia,Greene,OH,Custody; Trusts,1973,114,(216) 979-7457,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000172,Garcia Partners,New Philadelphia,Tuscarawas,OH,Education Law; DUI Defense; Healthcare Law,2016,79,(567) 808-4345,https://66mwu587aw.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000173,"Garcia, Mathis & Graves",Kettering,Montgomery,OH,Contract Law; Debt Relief; Trial Law; Construction Law,1970,168,(740) 890-8415,https://4o0747at.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000174,"Lopez, Torres & Sutton",Dayton,Montgomery,OH,Government Relations,2019,50,(380) 423-4357,,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000175,Phillips & King Law Firm,Euclid,Cuyahoga,OH,Real Estate; Nonprofit Law,1967,61,(419) 923-8872,https://4516kl.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000176,Campbell & King Legal,Portsmouth,Scioto,OH,Energy Law; Property Law,1983,85,(380) 684-1663,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000177,Peterson Law Firm,Toledo,Lucas,OH,Visa Matters; Construction Law; Immigration Law,1987,168,(380) 311-3781,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000178,King Law Firm,Hamilton,Butler,OH,Property Law; Corporate Law; Debt Relief,1970,240,(937) 811-1308,https://a3ol6t8.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000179,"Clark, Garcia & White",Ashland,Ashland,OH,Nonprofit Law; Estate Planning; Education Law; Product Liability,1973,59,(937) 644-9989,https://6nz67r89z.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000180,"Rice, Peterson & Martin",Gahanna,Franklin,OH,Insurance Law; Product Liability; Workers Compensation; Probate,2007,126,(513) 820-1304,https://wmhkh8.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000181,Bennett & Miller Counsel,Kettering,Montgomery,OH,Medical Malpractice; Tax Law; Bankruptcy,1970,181,(614) 851-8131,https://1ox2he2s.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000182,"King, Phillips & Martinez",Blendon,Franklin,OH,Real Estate; Custody; Energy Law,2011,246,(937) 329-8803,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000183,Bennett Counsel,Blendon,Franklin,OH,Patent Law; Medical Malpractice,1998,205,(567) 264-5658,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000184,Taylor & Hernandez Attorneys,Kettering,Montgomery,OH,Energy Law; Bankruptcy,1977,218,(330) 316-1142,https://sn1e35eey.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000185,"Lindsey, Peterson & Peterson",Bowling Green,Wood,OH,Compliance; Insurance Law; Medical Malpractice,1995,198,(740) 543-1828,https://wdolwuzni8.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000186,"Barnes, Young & Wilson",Marietta,Washington,OH,Administrative Law,1986,97,(513) 239-5719,https://dhmyd.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000187,Williams Legal,Blendon,Franklin,OH,Immigration Law,2023,214,(440) 877-9821,https://s5kux6eh.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000188,"Murphy, Moore & Murphy",Mount Vernon,Knox,OH,Corporate Law,2003,201,(380) 584-6978,https://okgvi5hi7n.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000189,Lopez PLLC,Blendon,Franklin,OH,Traffic Law,2009,180,(513) 428-4730,https://ek0xe.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000190,Clark Legal Group,Dayton,Montgomery,OH,Environmental Law; Trusts,1996,200,(614) 310-8829,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000191,Martinez Legal Services,Cincinnati,Hamilton,OH,DUI Defense; Government Relations; Corporate Law; Bankruptcy,1999,211,(740) 938-9632,https://ummplzpu.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000192,Walker Associates,Elyria,Lorain,OH,Bankruptcy; HR Compliance; Government Relations,1999,132,(419) 945-2475,https://8l0c2ghuha.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000193,Smith Legal Services,Delaware,Delaware,OH,Energy Law,1968,176,(740) 727-6888,https://vjwboda81d.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000194,Peterson & Collins Partners,Warren,Trumbull,OH,Medical Malpractice; Real Estate; Civil Litigation; Energy Law,2010,24,(216) 289-1167,https://an43b.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000195,Lee & Edwards Legal Services,Marietta,Washington,OH,Tax Law,1986,154,(380) 858-1672,https://4ufm59ed.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000196,Martinez & Peterson Legal Services,Portsmouth,Scioto,OH,HR Compliance; Trusts; Visa Matters,1991,224,(513) 825-7010,https://8sz8ru2.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000197,Morris Legal Services,Sandusky,Erie,OH,Business Formation; Medical Malpractice,1978,18,(937) 932-8229,https://ho4b26.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000198,Smith LLC,Wooster,Wayne,OH,Family Law; Employment Law; Immigration Law; Traffic Law,2008,29,(614) 490-6821,https://suk2ncb69y.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000199,Mathis & Anderson Attorneys,Marion,Marion,OH,Contract Law,1988,226,(380) 254-8228,https://br7wv6.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000200,Williams Legal,Newark,Licking,OH,Litigation,1992,114,(440) 805-3368,https://y8j6ng7y9u.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000201,Scott LLP,Blendon,Franklin,OH,Visa Matters; Securities Law; Litigation; Property Law,2013,222,(513) 256-4802,https://p7rioq.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000202,Lopez & Martinez Attorneys,Xenia,Greene,OH,Intellectual Property; Estate Planning,1986,162,(567) 442-1084,https://8pu85y8l1.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000203,"Cooper, Moore & Medina",Gahanna,Franklin,OH,Nonprofit Law; Immigration Law,1989,7,(740) 225-9063,https://lqn7cqqm0.law,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000204,Cooper Legal Services,Athens,Athens,OH,Administrative Law; Tax Law; Medical Malpractice; Securities Law,1968,5,(330) 714-7806,https://3se5n.law,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000205,Torres Legal,Blendon,Franklin,OH,Environmental Law; Nonprofit Law; Compliance,2008,168,(567) 512-1986,https://54wj2hhn1w.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000206,Peterson Associates,Columbus,Franklin,OH,Insurance Law; Criminal Law; Probate,1981,88,(567) 241-3280,https://9sfto8ext.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000207,Morris Law Firm,Middletown,Butler,OH,Employment Law; Immigration Law; Construction Law; Traffic Law,1984,1,(440) 777-5351,https://u4m7h.legal,Ohio State Bar Public Directory,Solo Practice,ACTIVE
OH-000208,Clark Legal Group,Newark,Licking,OH,Patent Law; Probate,2014,45,(513) 752-4584,,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000209,"White, Wright & Peterson",Mount Vernon,Knox,OH,Estate Planning; Securities Law,1983,128,(440) 467-7505,https://hb0rkv.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000210,"Smith, Rice & Martinez",Wooster,Wayne,OH,Business Formation; Bankruptcy; Product Liability; Education Law,2008,80,(937) 589-2997,https://ufkm47.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000211,Valdez & Williams Legal Group,Huber Heights,Montgomery,OH,Corporate Law; Construction Law; White Collar Crime,2020,151,(440) 289-9136,https://2adht1lv1v.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000212,Brown & Bennett LLP,Cincinnati,Hamilton,OH,Securities Law; Corporate Law; Construction Law,1994,14,(740) 338-2535,,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000213,Parker Legal Group,New Philadelphia,Tuscarawas,OH,Intellectual Property; Immigration Law; Nonprofit Law; Litigation,2003,168,(330) 988-6837,https://nlf8bzvliz.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000214,Johnson & Cooper Legal Group,Cleveland,Cuyahoga,OH,Commercial Law,1995,98,(567) 431-8083,https://elcr64.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000215,Miller PLLC,Newark,Licking,OH,Personal Injury; Criminal Law,1993,139,(740) 989-8731,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000216,Morgan Legal Group,Kettering,Montgomery,OH,DUI Defense; White Collar Crime,2023,235,(740) 558-8610,https://2kqqn.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000217,Wright LLP,Dublin,Franklin,OH,Corporate Law,1981,129,(419) 325-9649,https://7mhws1f5.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000218,Hall Attorneys,Gahanna,Franklin,OH,Litigation; Workers Compensation; Debt Relief,1980,243,(513) 935-9163,https://a36s0hok6.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000219,"Morgan, Scott & Smith",Medina,Medina,OH,Trial Law; Environmental Law,2009,7,(330) 731-9735,https://cbfv2wqpi.lawyers,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000220,"Martinez, Lee & Howell",Athens,Athens,OH,Trusts; Compliance,1977,74,(513) 388-2868,https://xot4p.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000221,Rodriguez LLC,Xenia,Greene,OH,Bankruptcy; Commercial Law; Securities Law,2005,171,(330) 430-2216,https://0lfm2cp.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000222,"Peterson, Wilkinson & Martinez",Medina,Medina,OH,Employment Law; Energy Law; Environmental Law,1987,68,(380) 679-3511,https://28bgy8uyf.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000223,Martin & Howell Legal Group,Tiffin,Seneca,OH,Intellectual Property,1976,231,(380) 846-2861,https://o19kf.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000224,Smith Law Firm,Youngstown,Mahoning,OH,Business Formation; Bankruptcy; Probate; Real Estate,1963,49,(513) 497-5154,https://0czrtmcb.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000225,Peterson & Smith Attorneys,Medina,Medina,OH,Construction Law,2006,77,(937) 531-7659,https://ugrhlrx.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000226,"Smith, Rodriguez & Peterson",Kettering,Montgomery,OH,Traffic Law; Divorce,2005,156,(440) 240-3859,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000227,"Morris, Scott & Garcia",Westlake,Cuyahoga,OH,Workers Compensation,2017,98,(419) 413-4996,https://ms9bli9rr1.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000228,"Phillips, Clark & Morgan",Blendon,Franklin,OH,Nonprofit Law; White Collar Crime; Compliance; Government Relations,2001,212,(513) 385-2715,https://q8rwwcshuq.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000229,"Campbell, King & Bennett",Marietta,Washington,OH,Visa Matters; Securities Law; Divorce; Trial Law,1994,213,(216) 411-5243,https://uyeriwr.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000230,"Rogers, Scott & Brown",Kettering,Montgomery,OH,Immigration Law; Compliance; Bankruptcy,1963,221,(380) 378-6743,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000231,Wright & Phillips Counsel,Dublin,Franklin,OH,Bankruptcy; HR Compliance,2000,80,(330) 386-1494,https://pwdtcm.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000232,Valdez LLC,Mount Vernon,Knox,OH,Commercial Law; Intellectual Property; Traffic Law,2023,33,(567) 936-8289,https://wo73uu.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000233,Bennett Legal,Tiffin,Seneca,OH,Divorce,1980,114,(740) 691-4239,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000234,Phillips Law Group,Westlake,Cuyahoga,OH,Litigation; Corporate Law; Employment Law,1977,144,(330) 601-4199,https://as4hw5.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000235,Walker Legal Group,Parma,Cuyahoga,OH,Contract Law; Property Law,1992,131,(740) 305-4455,https://nq051.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000236,Martin & Campbell PLLC,Canton,Stark,OH,Healthcare Law; Debt Relief; Visa Matters; HR Compliance,2023,201,(513) 203-8107,https://4cslks.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000237,Medina Partners,Medina,Medina,OH,White Collar Crime,1980,59,(567) 803-5045,https://1ksi470rz.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000238,Peterson Legal Services,Tiffin,Seneca,OH,Litigation; Construction Law; Divorce,1997,237,(614) 621-5329,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000239,"Rice, Harris & Peterson",Cleveland,Cuyahoga,OH,Traffic Law,1980,8,(380) 233-4905,https://624i087c.lawyers,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000240,"Scott, Torres & Graves",Toledo,Lucas,OH,Trusts; Real Estate; Criminal Law; Property Law,1996,163,(937) 631-3034,https://651jnmbqz.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000241,"Smith, Campbell & Gonzalez",Zanesville,Muskingum,OH,Bankruptcy; Insurance Law,1965,69,(614) 412-2892,https://80k66pwap.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000242,Shaffer & Rice Counsel,Middletown,Butler,OH,Environmental Law; Education Law; Intellectual Property,1997,159,(614) 764-3077,https://dywxmg9.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000243,"Jackson, Parker & Hall",Canton,Stark,OH,Real Estate; Criminal Law,1973,216,(440) 823-1020,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000244,"Phillips, Moore & Peterson",Bowling Green,Wood,OH,Divorce; Patent Law,1965,3,(380) 618-5672,https://pbiqeg0jf.law,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000245,Davis & Parker Law Group,Chillicothe,Ross,OH,Probate; Workers Compensation; Healthcare Law,1981,12,(380) 762-5696,,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000246,Rogers Law Firm,Youngstown,Mahoning,OH,Securities Law; Insurance Law; Real Estate; Medical Malpractice,2014,149,(740) 728-8840,https://8pjvz3zc.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000247,Bowman Partners,Gahanna,Franklin,OH,Visa Matters,1975,213,(330) 257-1031,https://9rsv4fxd5.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000248,"Hernandez, Clark & Young",Canton,Stark,OH,Property Law; Employment Law; Litigation,1987,168,(330) 897-3295,https://sueulpzz.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000249,"Garcia, Campbell & Medina",Warren,Trumbull,OH,Criminal Law; Government Relations; Litigation,2019,78,(216) 978-9345,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000250,"Cooper, Howell & Murphy",Euclid,Cuyahoga,OH,Healthcare Law,2008,39,(216) 764-2342,https://oabs1492qh.attorney,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000251,"Murphy, Walker & King",Middletown,Butler,OH,Medical Malpractice; Administrative Law,2007,212,(740) 498-8872,https://ogwwlvf.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000252,Smith Partners,Mansfield,Richland,OH,Securities Law; Corporate Law; Medical Malpractice,2014,62,(440) 694-8108,https://qzyo6e5.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000253,Campbell Legal Group,Hamilton,Butler,OH,Commercial Law; Energy Law; Administrative Law; Litigation,1985,92,(740) 482-3063,https://cqo2i3j.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000254,Lopez & Thomas Legal,Newark,Licking,OH,Energy Law; Nonprofit Law,2020,130,(380) 338-1776,https://dmsi1s03g7.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000255,"Smith, Martinez & Martin",Springfield,Clark,OH,Bankruptcy; Real Estate,2004,176,(740) 435-4372,https://u1lzqpl.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000256,Wilson & Graves Counsel,Trotwood,Montgomery,OH,Intellectual Property,1970,80,(216) 292-8854,https://nzpj5h8glx.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000257,Peterson & Thomas Associates,Sandusky,Erie,OH,Trusts; Criminal Law; HR Compliance,2012,113,(937) 205-1937,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000258,"Morris, Reyes & Sutton",Toledo,Lucas,OH,Probate,1989,101,(330) 843-4767,https://r4uqg.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000259,King Counsel,Toledo,Lucas,OH,Healthcare Law; Employment Law; Administrative Law,1981,168,(567) 884-5471,https://2wufnidi.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000260,Miller Counsel,Kettering,Montgomery,OH,Civil Litigation; Real Estate; Family Law,1960,92,(330) 364-4103,https://z4sxpz8o.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000261,Scott & Thomas PLLC,Wooster,Wayne,OH,Environmental Law,1961,55,(380) 353-6013,https://7qtog8.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000262,Gonzalez LLC,Sandusky,Erie,OH,Litigation; Trial Law,2019,88,(513) 331-8818,https://62lczgs8.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000263,Scott Attorneys,Lorain,Lorain,OH,Corporate Law; Criminal Law,2019,30,(567) 635-6593,https://y513kv.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000264,Lopez & Sutton Law Group,Warren,Trumbull,OH,Tax Law; Intellectual Property; Construction Law,1968,35,(740) 792-3202,,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000265,Barnes PLLC,Cleveland,Cuyahoga,OH,Family Law,2021,52,(614) 647-4665,https://6hair.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000266,Thomas PLLC,Worthington,Franklin,OH,Energy Law; Securities Law; Medical Malpractice,1995,52,(330) 952-6764,https://08efwc.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000267,Johnson & Murphy Legal,Westlake,Cuyahoga,OH,Immigration Law; Contract Law,1996,185,(567) 565-7388,https://5u2g78btm.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000268,Morgan Legal Group,Marietta,Washington,OH,Custody; Family Law; Trial Law; Product Liability,1994,20,(614) 231-7850,,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000269,"Graves, Barnes & Anderson",Columbus,Franklin,OH,Compliance; Custody,1973,97,(440) 351-5543,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000270,"White, Bennett & Young",Sandusky,Erie,OH,Custody,2019,33,(380) 830-6102,,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000271,Anderson & Howell Associates,Medina,Medina,OH,Property Law; Trusts; Construction Law; Product Liability,1979,143,(380) 238-1282,https://4chm2ybz0h.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000272,Rice LLP,Gahanna,Franklin,OH,Education Law; Environmental Law,2003,109,(419) 347-9641,https://kwmw39.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000273,Taylor Associates,Zanesville,Muskingum,OH,Bankruptcy; Criminal Law,2019,120,(419) 847-8525,https://j066bk.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000274,Brown Partners,Columbus,Franklin,OH,Bankruptcy; Criminal Law,2017,245,(614) 413-4598,https://qlolv8kis7.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000275,Cooper Partners,Steubenville,Jefferson,OH,Personal Injury; Estate Planning,1986,118,(440) 561-5113,https://qbomzy.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
